sample_id	sseqid	evalue	bitscore	pident	qcov
14454-1492R-A1-A2	RS-GCF-900637055.1-NZ-LR134338.1--4	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-900637055.1-NZ-LR134338.1--2	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-002215075.1-NZ-CP018145.1--5	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-002215075.1-NZ-CP018145.1--4	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-002215075.1-NZ-CP018145.1--3	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-002215075.1-NZ-CP018145.1--2	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-006539065.1-NZ-BJMH01000086.1	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-013284375.1-NZ-JABSUX010000082.1	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-003710905.1-NZ-RHHV01000040.1	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--11	0.0	1958	97.238	97
14454-1492R-A1-A2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--6	0.0	1958	97.238	97
14454-1492R-A1-A2	G001039275	0.0	1958	97.238	97
14454-1492R-A1-A2	AB112714	0.0	1958	97.238	97
14454-1492R-A1-A2	MJ010-1-barcode26-umi99732bins-ubs-6	0.0	1958	97.238	97
14454-1492R-A1-A2	MJ010-1-barcode26-umi101570bins-ubs-7	0.0	1958	97.238	97
14454-1492R-A1-A2	MJ010-1-barcode26-umi168562bins-ubs-3	0.0	1958	97.238	97
14454-1492R-A1-A2	MJ010-1-barcode26-umi121514bins-ubs-5	0.0	1958	97.238	97
14454-1492R-A1-A2	MJ010-1-barcode26-umi101866bins-ubs-6	0.0	1958	97.238	97
14454-1492R-A1-A2	MJ010-1-barcode26-umi159995bins-ubs-4	0.0	1958	97.238	97
14454-1492R-A10-B8	RS-GCF-002161835.1-NZ-MXAR01000002.1	0.0	1710	97.568	85
14454-1492R-A2-A4	KP899808	0.0	1563	97.053	92
14454-1492R-A2-A4	RS-GCF-017599135.1-NZ-JAGFVB010000088.1	0.0	1546	97.624	90
14454-1492R-A2-A4	G000612125	0.0	1514	97.561	87
14454-1492R-A2-A4	RS-GCF-015844595.1-NZ-LDFY01000100.1	0.0	1500	97.858	86
14454-1492R-A3-A5	RS-GCF-003013405.1-NZ-PXZL01000029.1	0.0	1816	97.630	88
14454-1492R-A3-A5	RS-GCF-002161835.1-NZ-MXAR01000002.1	0.0	1783	98.204	86
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--12	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--8	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--5	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--4	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--2	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-003385915.1-NZ-QRDR01000054.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-003013405.1-NZ-PXZL01000029.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-003013405.1-NZ-PXZL01000058.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-002215075.1-NZ-CP018145.1--17	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-003013445.1-NZ-PXZN01000044.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-003013445.1-NZ-PXZN01000188.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-007725005.1-NZ-CP042161.1--11	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-007725005.1-NZ-CP042161.1--8	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-004117055.1-NZ-CP026363.1--2	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-015844595.1-NZ-LDFY01000100.1	0.0	1158	98.661	85
14454-1492R-A4-B2	GB-GCA-000470975.2-CP048274.1--5	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-002161835.1-NZ-MXAR01000002.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-002161835.1-NZ-MXAR01000082.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--13	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--12	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--11	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--7	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-014526365.1-NZ-JAAKZO010000002.1--6	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-015912885.1-NZ-LDJY01000023.1	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-001184755.1-NZ-LGJF01000001.1--6	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-006864225.1-NZ-SADX01000025.1	0.0	1158	98.661	85
14454-1492R-A4-B2	G001649505	0.0	1158	98.661	85
14454-1492R-A4-B2	G001423865	0.0	1158	98.661	85
14454-1492R-A4-B2	G001012775	0.0	1158	98.661	85
14454-1492R-A4-B2	G000612125	0.0	1158	98.661	85
14454-1492R-A4-B2	G000296715	0.0	1158	98.661	85
14454-1492R-A4-B2	G000010165	0.0	1158	98.661	85
14454-1492R-A4-B2	KP899808	0.0	1158	98.661	85
14454-1492R-A4-B2	MXAR01000000	0.0	1158	98.661	85
14454-1492R-A4-B2	AB271756	0.0	1158	98.661	85
14454-1492R-A4-B2	AB112712	0.0	1158	98.661	85
14454-1492R-A4-B2	AB112716	0.0	1158	98.661	85
14454-1492R-A4-B2	PXZM01000000	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ010-1-barcode26-umi150910bins-ubs-3	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ010-1-barcode26-umi99732bins-ubs-6	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ010-1-barcode26-umi168562bins-ubs-3	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ010-1-barcode26-umi104880bins-ubs-6	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ010-1-barcode26-umi142856bins-ubs-3	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ010-1-barcode26-umi160394bins-ubs-3	0.0	1158	98.661	85
14454-1492R-A4-B2	MJ034-1-barcode34-umi21629bins-ubs-9	0.0	1158	98.661	85
14454-1492R-A4-B2	RS-GCF-005217615.1-NZ-SZNK01000001.1--11	0.0	1153	98.512	85
14454-1492R-A4-B2	RS-GCF-005217615.1-NZ-SZNK01000001.1	0.0	1153	98.512	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--14	0.0	1153	98.512	85
14454-1492R-A4-B2	RS-GCF-900637055.1-NZ-LR134338.1--13	0.0	1153	98.512	85
14454-1492R-A7-B5	RS-GCF-004117055.1-NZ-CP026363.1--2	0.0	1898	97.009	96
14454-1492R-A7-B5	KP899808	0.0	1871	97.125	95
14454-1492R-A7-B5	RS-GCF-003013405.1-NZ-PXZL01000029.1	0.0	1801	97.429	90
14454-1492R-A7-B5	RS-GCF-002161835.1-NZ-MXAR01000002.1	0.0	1778	98.372	87
14454-1492R-A7-B5	G000612125	0.0	1690	99.069	81
14454-1492R-A7-B5	RS-GCF-015844595.1-NZ-LDFY01000100.1	0.0	1666	99.057	80
14454-1492R-A8-B6	RS-GCF-003013405.1-NZ-PXZL01000029.1	0.0	1785	97.657	88
14454-1492R-A8-B6	RS-GCF-002161835.1-NZ-MXAR01000002.1	0.0	1741	98.239	85
14454-1492R-B10-D10	RS-GCF-000705035.1-NZ-JMIF01000035.1	0.0	1957	97.565	96
14454-1492R-B10-D10	RS-GCF-000247125.1-NZ-AHLF01000032.1	0.0	1952	97.481	96
14454-1492R-B10-D10	GB-GCA-003687755.1-RDFC01000075.1	0.0	1952	97.481	96
14454-1492R-B10-D10	GB-GCA-001658655.1-LXRP01000038.1	0.0	1948	97.787	95
14454-1492R-B10-D10	RS-GCF-007678185.1-NZ-VEEC01000021.1	0.0	1948	97.397	96
14454-1492R-B10-D10	RS-GCF-001073835.1-NZ-JUYG01000048.1	0.0	1943	97.313	96
14454-1492R-B10-D10	RS-GCF-001065645.1-NZ-JVAJ01000076.1	0.0	1943	97.313	96
14454-1492R-B10-D10	RS-GCF-002931555.1-NZ-PSTZ01000013.1	0.0	1929	97.061	96
14454-1492R-B10-D10	RS-GCF-008728775.1-NZ-CP041726.1--5	0.0	1916	97.101	95
14454-1492R-B10-D10	RS-GCF-008728795.1-NZ-CP041727.1--5	0.0	1916	97.101	95
14454-1492R-B10-D10	RS-GCF-008728815.1-NZ-CP041722.1--4	0.0	1911	97.016	95
14454-1492R-B10-D10	RS-GCF-008728755.1-NZ-CP041725.1--6	0.0	1911	97.016	95
14454-1492R-B10-D10	RS-GCF-001558815.2-NZ-CP014023.2--2	0.0	1911	97.016	95
14454-1492R-B10-D10	RS-GCF-900474705.1-NZ-LS483312.1--6	0.0	1911	97.016	95
14454-1492R-B10-D10	G000025085	0.0	1911	97.016	95
14454-1492R-B10-D10	MJ006-2-barcode58-umi252049bins-ubs-3	0.0	1911	97.016	95
14454-1492R-B7-C9	RS-GCF-000247125.1-NZ-AHLF01000032.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001622495.1-NZ-LWCW01000070.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001659125.1-NZ-LYSH01000037.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001622445.1-NZ-LWBW01000018.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003979975.1-NZ-LUBS01000131.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001070565.1-NZ-JVSY01000107.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001465385.1-NZ-JRVP01000053.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-009897365.1-NZ-SHFF01000044.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001622835.1-NZ-LWBG01000080.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001658785.1-NZ-LXRV01000011.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003980055.1-NZ-LUBM01000100.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-011306775.1-NZ-CP043781.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001659475.1-NZ-LYWF01000028.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-008922385.1-NZ-WBQK01000040.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-008922375.1-NZ-WBQL01000044.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001658715.1-NZ-LXRX01000037.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003980155.1-NZ-LUBV01000051.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001658535.1-NZ-LYQA01000020.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-000410915.1-NZ-ARWU01000102.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-006094375.1-NZ-CP035288.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003980205.1-NZ-MNBF01000052.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003979985.1-NZ-LUBT01000109.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003859985.1-NZ-RQYG01000064.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-900205795.1-NZ-OAOB01000025.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-002215535.1-NZ-CP022247.1--6	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-000705075.1-NZ-JMID01000002.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-009769125.1-NZ-CP043847.1--6	0.0	1817	97.559	90
14454-1492R-B7-C9	GB-GCA-001658655.1-LXRP01000038.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-003980195.1-NZ-LUBX01000012.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001072885.1-NZ-JVHR01000007.1	0.0	1817	97.559	90
14454-1492R-B7-C9	GB-GCA-003687755.1-RDFC01000075.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-006742205.1-NZ-AP019721.1--6	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001662985.1-NZ-LYYX01000031.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-001658625.1-NZ-LXRQ01000031.1	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-000011925.1-NC-002976.3--3	0.0	1817	97.559	90
14454-1492R-B7-C9	G008763925	0.0	1817	97.559	90
14454-1492R-B7-C9	G008349105	0.0	1817	97.559	90
14454-1492R-B7-C9	G000245655	0.0	1817	97.559	90
14454-1492R-B7-C9	D83363	0.0	1817	97.559	90
14454-1492R-B7-C9	MJ006-1-barcode27-umi62770bins-ubs-9	0.0	1817	97.559	90
14454-1492R-B7-C9	MJ006-1-barcode27-umi141267bins-ubs-3	0.0	1817	97.559	90
14454-1492R-B7-C9	MJ006-1-barcode27-umi155401bins-ubs-3	0.0	1817	97.559	90
14454-1492R-B7-C9	RS-GCF-900458815.1-NZ-UHDZ01000001.1	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-000705055.1-NZ-JMIE01000043.1	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-004374765.1-NZ-SNNA01000058.1	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-000783535.2-NZ-JTAY02000002.1--3	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-902509525.1-NZ-LR735432.1--2	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-001837955.1-NZ-KV834845.1	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-902509515.1-NZ-LR735437.1--5	0.0	1812	97.468	90
14454-1492R-B7-C9	RS-GCF-000627055.1-NZ-JHQC01000040.1	0.0	1812	97.468	90
14454-1492R-B8-C11	RS-GCF-000247125.1-NZ-AHLF01000032.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001622495.1-NZ-LWCW01000070.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001659125.1-NZ-LYSH01000037.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001622445.1-NZ-LWBW01000018.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003979975.1-NZ-LUBS01000131.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001070565.1-NZ-JVSY01000107.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001465385.1-NZ-JRVP01000053.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-009897365.1-NZ-SHFF01000044.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001622835.1-NZ-LWBG01000080.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001658785.1-NZ-LXRV01000011.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003980055.1-NZ-LUBM01000100.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-011306775.1-NZ-CP043781.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001659475.1-NZ-LYWF01000028.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-008922385.1-NZ-WBQK01000040.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-008922375.1-NZ-WBQL01000044.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001658715.1-NZ-LXRX01000037.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003980155.1-NZ-LUBV01000051.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001658535.1-NZ-LYQA01000020.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-000410915.1-NZ-ARWU01000102.1	0.0	1942	97.366	96
14454-1492R-B8-C11	RS-GCF-006094375.1-NZ-CP035288.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003980205.1-NZ-MNBF01000052.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-016903575.1-NZ-CP069954.1--6	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003979985.1-NZ-LUBT01000109.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003859985.1-NZ-RQYG01000064.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-900205795.1-NZ-OAOB01000025.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-002215535.1-NZ-CP022247.1--6	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-000705075.1-NZ-JMID01000002.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-003980195.1-NZ-LUBX01000012.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001072885.1-NZ-JVHR01000007.1	0.0	1942	97.281	96
14454-1492R-B8-C11	GB-GCA-003687755.1-RDFC01000075.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-006742205.1-NZ-AP019721.1--6	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001662985.1-NZ-LYYX01000031.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-001658625.1-NZ-LXRQ01000031.1	0.0	1942	97.281	96
14454-1492R-B8-C11	RS-GCF-000011925.1-NC-002976.3--3	0.0	1942	97.281	96
14454-1492R-B8-C11	G008763925	0.0	1942	97.281	96
14454-1492R-B8-C11	G008349105	0.0	1942	97.281	96
14454-1492R-B8-C11	G000245655	0.0	1942	97.281	96
14454-1492R-B8-C11	D83363	0.0	1942	97.281	96
14454-1492R-B8-C11	MJ006-1-barcode27-umi62770bins-ubs-9	0.0	1942	97.281	96
14454-1492R-B8-C11	MJ006-1-barcode27-umi141267bins-ubs-3	0.0	1942	97.281	96
14454-1492R-B8-C11	MJ006-1-barcode27-umi155401bins-ubs-3	0.0	1942	97.281	96
14454-1492R-B8-C11	GB-GCA-001658655.1-LXRP01000038.1	0.0	1939	97.666	95
14454-1492R-B8-C11	RS-GCF-000705055.1-NZ-JMIE01000043.1	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-004374765.1-NZ-SNNA01000058.1	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-000783535.2-NZ-JTAY02000002.1--3	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-902509525.1-NZ-LR735432.1--2	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-001837955.1-NZ-KV834845.1	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-902509515.1-NZ-LR735437.1--5	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-000627055.1-NZ-JHQC01000040.1	0.0	1938	97.196	96
14454-1492R-B8-C11	RS-GCF-000417965.2-NZ-ATCV02000047.1	0.0	1938	97.196	96
14454-1492R-C1-E2	RS-GCF-000705035.1-NZ-JMIF01000035.1	0.0	1883	97.143	94
14454-1492R-C1-E2	GB-GCA-001658655.1-LXRP01000038.1	0.0	1864	97.198	93
14454-1492R-C10-F5	RS-GCF-000145335.1-NZ-GL384362.1	0.0	1665	97.151	83
14454-1492R-C10-F5	G000144735	0.0	1606	97.056	80
14454-1492R-C10-F5	G000145515	0.0	1588	97.026	80
14454-1492R-C3-E4	RS-GCF-000705055.1-NZ-JMIE01000043.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-004374765.1-NZ-SNNA01000058.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-902509525.1-NZ-LR735432.1--2	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000627055.1-NZ-JHQC01000040.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-002087975.1-NZ-NARC01000024.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-001075805.1-NZ-JUML01000010.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-001659245.1-NZ-LYVU01000043.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000247185.1-NZ-AHLI01000009.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-016903575.1-NZ-CP069954.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-003856395.1-NZ-CP034111.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-001072245.1-NZ-JVLY01000033.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-016904135.1-NZ-CP070057.1--5	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000759555.1-NZ-CP009046.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-006151885.1-NZ-VDEO01000040.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000705035.1-NZ-JMIF01000035.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-011307235.1-NZ-CP043788.1--5	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-011307235.1-NZ-CP043788.1--4	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-009897305.1-NZ-SHFB01000041.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-016903555.1-NZ-CP069951.1--6	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000418085.2-NZ-ATDD02000024.1	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-016834475.1-NZ-CP069215.1--6	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000703025.1-NZ-JNLI01000004.1--5	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-000703025.1-NZ-JNLI01000004.1	0.0	1849	97.193	93
14454-1492R-C3-E4	G000007645	0.0	1849	97.193	93
14454-1492R-C3-E4	MJ006-1-barcode27-umi11382bins-ubs-18	0.0	1849	97.193	93
14454-1492R-C3-E4	MJ006-2-barcode71-umi61039bins-ubs-7	0.0	1849	97.193	93
14454-1492R-C3-E4	MJ006-2-barcode65-umi17920bins-ubs-15	0.0	1849	97.193	93
14454-1492R-C3-E4	RS-GCF-014490515.1-NZ-CP061029.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001659315.1-NZ-LYVT01000015.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-000247125.1-NZ-AHLF01000032.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001622495.1-NZ-LWCW01000070.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-009896875.1-NZ-SHEI01000044.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001659125.1-NZ-LYSH01000037.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001622445.1-NZ-LWBW01000018.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-000177115.1-NZ-ADEY01000016.1	0.0	1845	97.193	93
14454-1492R-C3-E4	RS-GCF-003979975.1-NZ-LUBS01000131.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001070565.1-NZ-JVSY01000107.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001465385.1-NZ-JRVP01000053.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-009897365.1-NZ-SHFF01000044.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001622835.1-NZ-LWBG01000080.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-001658785.1-NZ-LXRV01000011.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-003980055.1-NZ-LUBM01000100.1	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-011306775.1-NZ-CP043781.1--5	0.0	1845	97.105	93
14454-1492R-C3-E4	RS-GCF-011306775.1-NZ-CP043781.1	0.0	1845	97.105	93
